Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Reactome_2022	Peptide Ligand-Binding Receptors R-HSA-375276	4/196	5.211524e-03	6.629059e-02	0	0	6.137127e+00	3.226216e+01	PYY;BDKRB2;OPRM1;MCHR2
Reactome_2022	Signaling By High-Kinase Activity BRAF Mutants R-HSA-6802948	2/33	6.110262e-03	7.046960e-02	0	0	1.860496e+01	9.484408e+01	MAP2K1;FN1
Reactome_2022	Keratan Sulfate/Keratin Metabolism R-HSA-1638074	2/33	6.110262e-03	7.046960e-02	0	0	1.860496e+01	9.484408e+01	KERA;CHST2
Reactome_2022	PI3K/AKT Signaling In Cancer R-HSA-2219528	3/105	6.204870e-03	7.046960e-02	0	0	8.575692e+00	4.358528e+01	CDKN1B;ERBB3;ERBB2
Reactome_2022	MAP2K And MAPK Activation R-HSA-5674135	2/37	7.637181e-03	8.374563e-02	0	0	1.647536e+01	8.031289e+01	MAP2K1;FN1
Reactome_2022	Signaling By RAF1 Mutants R-HSA-9656223	2/38	8.043092e-03	8.515941e-02	0	0	1.601691e+01	7.724862e+01	MAP2K1;FN1
Reactome_2022	Signaling By Receptor Tyrosine Kinases R-HSA-9006934	6/496	8.301704e-03	8.515941e-02	0	0	3.661978e+00	1.754562e+01	MAP2K1;ERBB3;CAV1;ERBB2;STMN1;LAMC2
Reactome_2022	Paradoxical Activation Of RAF Signaling By Kinase Inactive BRAF R-HSA-6802955	2/41	9.317720e-03	8.978894e-02	0	0	1.478261e+01	6.912107e+01	MAP2K1;FN1
Reactome_2022	MTOR Signaling R-HSA-165159	2/41	9.317720e-03	8.978894e-02	0	0	1.478261e+01	6.912107e+01	EEF2K;EIF4E
Reactome_2022	Cell Surface Interactions At Vascular Wall R-HSA-202733	3/134	1.206585e-02	1.128512e-01	0	0	6.667490e+00	2.945281e+01	CAV1;FN1;PECAM1
Reactome_2022	Platelet Activation, Signaling And Aggregation R-HSA-76002	4/254	1.270370e-02	1.154222e-01	0	0	4.699463e+00	2.051720e+01	ITIH4;SERPINE1;FN1;PECAM1
Reactome_2022	Signaling By ERBB2 R-HSA-1227986	2/49	1.312168e-02	1.159081e-01	0	0	1.226149e+01	5.313502e+01	ERBB3;ERBB2
Reactome_2022	RHOJ GTPase Cycle R-HSA-9013409	2/54	1.578643e-02	1.334542e-01	0	0	1.107971e+01	4.596534e+01	PREX1;CAV1
Reactome_2022	ECM Proteoglycans R-HSA-3000178	2/55	1.634496e-02	1.334542e-01	0	0	1.087011e+01	4.471785e+01	SERPINE1;NCAM1
Reactome_2022	Diseases Of Signal Transduction By Growth Factor Receptors And Second Messengers R-HSA-5663202	5/424	1.736452e-02	1.334542e-01	0	0	3.527519e+00	1.429818e+01	MAP2K1;CDKN1B;ERBB3;ERBB2;FN1
Reactome_2022	Signaling By ERBB4 R-HSA-1236394	2/57	1.748709e-02	1.334542e-01	0	0	1.047378e+01	4.237998e+01	ERBB3;STMN1
Reactome_2022	Synthesis Of PI R-HSA-1483226	1/5	1.762603e-02	1.334542e-01	0	0	7.116071e+01	2.873739e+02	CHEK2
Reactome_2022	NOSTRIN Mediated eNOS Trafficking R-HSA-203641	1/5	1.762603e-02	1.334542e-01	0	0	7.116071e+01	2.873739e+02	CAV1
Reactome_2022	RHOQ GTPase Cycle R-HSA-9013406	2/59	1.866221e-02	1.342870e-01	0	0	1.010526e+01	4.023163e+01	PREX1;CAV1
Reactome_2022	Transcriptional Regulation By MECP2 R-HSA-8986944	2/60	1.926197e-02	1.342870e-01	0	0	9.930535e+00	3.922186e+01	GRIA2;OPRM1
Reactome_2022	Recruitment And ATM-mediated Phosphorylation Of Repair And Signal Proteins At DNA Double Strand Breaks R-HSA-5693565	2/60	1.926197e-02	1.342870e-01	0	0	9.930535e+00	3.922186e+01	CHEK2;TP53BP1
Reactome_2022	DNA Double Strand Break Response R-HSA-5693606	2/61	1.986979e-02	1.342870e-01	0	0	9.761729e+00	3.825187e+01	CHEK2;TP53BP1
Reactome_2022	Signaling By BRAF And RAF1 Fusions R-HSA-6802952	2/62	2.048561e-02	1.342870e-01	0	0	9.598551e+00	3.731948e+01	MAP2K1;FN1
Reactome_2022	Fibronectin Matrix Formation R-HSA-1566977	1/6	2.111432e-02	1.342870e-01	0	0	5.692571e+01	2.196082e+02	FN1
Reactome_2022	PTK6 Regulates Cell Cycle R-HSA-8849470	1/6	2.111432e-02	1.342870e-01	0	0	5.692571e+01	2.196082e+02	CDKN1B
Reactome_2022	Negative Feedback Regulation Of MAPK Pathway R-HSA-5674499	1/6	2.111432e-02	1.342870e-01	0	0	5.692571e+01	2.196082e+02	MAP2K1
Reactome_2022	FOXO-mediated Transcription R-HSA-9614085	2/65	2.238037e-02	1.368646e-01	0	0	9.140097e+00	3.472845e+01	CDKN1B;CAV1
Reactome_2022	p53-Dependent G1 DNA Damage Response R-HSA-69563	2/65	2.238037e-02	1.368646e-01	0	0	9.140097e+00	3.472845e+01	CDKN1B;CHEK2
Reactome_2022	Integrin Cell Surface Interactions R-HSA-216083	2/66	2.302753e-02	1.381652e-01	0	0	8.996830e+00	3.392763e+01	PECAM1;FN1
Reactome_2022	G1/S DNA Damage Checkpoints R-HSA-69615	2/67	2.368237e-02	1.393145e-01	0	0	8.857971e+00	3.315560e+01	CDKN1B;CHEK2
Reactome_2022	Anchoring Fibril Formation R-HSA-2214320	1/7	2.459039e-02	1.393145e-01	0	0	4.743571e+01	1.757683e+02	LAMC2
Reactome_2022	G Alpha (I) Signaling Events R-HSA-418594	4/312	2.495102e-02	1.393145e-01	0	0	3.803256e+00	1.403721e+01	PYY;BDKRB2;OPRM1;MCHR2
Reactome_2022	RHOB GTPase Cycle R-HSA-9013026	2/69	2.501485e-02	1.393145e-01	0	0	8.592689e+00	3.169229e+01	PREX1;CAV1
Reactome_2022	RHOC GTPase Cycle R-HSA-9013106	2/73	2.776932e-02	1.393145e-01	0	0	8.106961e+00	2.905391e+01	PREX1;CAV1
Reactome_2022	Extra-nuclear Estrogen Signaling R-HSA-9009391	2/73	2.776932e-02	1.393145e-01	0	0	8.106961e+00	2.905391e+01	CDKN1B;CAV1
Reactome_2022	Transport Of Fatty Acids R-HSA-804914	1/8	2.805429e-02	1.393145e-01	0	0	4.065714e+01	1.452929e+02	LCN1
Reactome_2022	Defective B4GALT1 Causes B4GALT1-CDG (CDG-2d) R-HSA-3656244	1/8	2.805429e-02	1.393145e-01	0	0	4.065714e+01	1.452929e+02	KERA
Reactome_2022	Defective CHST6 Causes MCDC1 R-HSA-3656225	1/8	2.805429e-02	1.393145e-01	0	0	4.065714e+01	1.452929e+02	KERA
Reactome_2022	Defective ST3GAL3 Causes MCT12 And EIEE15 R-HSA-3656243	1/8	2.805429e-02	1.393145e-01	0	0	4.065714e+01	1.452929e+02	KERA
Reactome_2022	Myoclonic Epilepsy Of Lafora R-HSA-3785653	1/8	2.805429e-02	1.393145e-01	0	0	4.065714e+01	1.452929e+02	PPP1R3C
Reactome_2022	RHOG GTPase Cycle R-HSA-9013408	2/74	2.847624e-02	1.393145e-01	0	0	7.993961e+00	2.844799e+01	PREX1;CAV1
Reactome_2022	Class A/1 (Rhodopsin-like Receptors) R-HSA-373076	4/327	2.897527e-02	1.396081e-01	0	0	3.623862e+00	1.283323e+01	PYY;BDKRB2;OPRM1;MCHR2
Reactome_2022	G2/M DNA Damage Checkpoint R-HSA-69473	2/77	3.063999e-02	1.431276e-01	0	0	7.673043e+00	2.674400e+01	CHEK2;TP53BP1
Reactome_2022	Oncogenic MAPK Signaling R-HSA-6802957	2/78	3.137537e-02	1.431276e-01	0	0	7.571701e+00	2.621120e+01	MAP2K1;FN1
Reactome_2022	Constitutive Signaling By Aberrant PI3K In Cancer R-HSA-2219530	2/78	3.137537e-02	1.431276e-01	0	0	7.571701e+00	2.621120e+01	ERBB3;ERBB2
Reactome_2022	Type I Hemidesmosome Assembly R-HSA-446107	1/9	3.150607e-02	1.431276e-01	0	0	3.557321e+01	1.229971e+02	LAMC2
Reactome_2022	Bicarbonate Transporters R-HSA-425381	1/10	3.494576e-02	1.522295e-01	0	0	3.161905e+01	1.060490e+02	SLC4A10
Reactome_2022	Constitutive Signaling By Overexpressed ERBB2 R-HSA-9634285	1/10	3.494576e-02	1.522295e-01	0	0	3.161905e+01	1.060490e+02	ERBB2
Reactome_2022	MAPK3 (ERK1) Activation R-HSA-110056	1/10	3.494576e-02	1.522295e-01	0	0	3.161905e+01	1.060490e+02	MAP2K1
Reactome_2022	Cytokine Signaling In Immune System R-HSA-1280215	6/702	3.825863e-02	1.544651e-01	0	0	2.550796e+00	8.324231e+00	MAP2K1;CDKN1B;FN1;NCAM1;OPRM1;EIF4E
Reactome_2022	RAC2 GTPase Cycle R-HSA-9013404	2/87	3.830065e-02	1.544651e-01	0	0	6.766922e+00	2.207565e+01	PREX1;CAV1
Reactome_2022	Uptake And Function Of Anthrax Toxins R-HSA-5210891	1/11	3.837341e-02	1.544651e-01	0	0	2.845571e+01	9.277674e+01	MAP2K1
Reactome_2022	Carnitine Metabolism R-HSA-200425	1/11	3.837341e-02	1.544651e-01	0	0	2.845571e+01	9.277674e+01	THRSP
Reactome_2022	eNOS Activation R-HSA-203615	1/11	3.837341e-02	1.544651e-01	0	0	2.845571e+01	9.277674e+01	CAV1
Reactome_2022	Regulation Of Gene Expression By Hypoxia-inducible Factor R-HSA-1234158	1/11	3.837341e-02	1.544651e-01	0	0	2.845571e+01	9.277674e+01	HIF3A
Reactome_2022	ALK Mutants Bind TKIs R-HSA-9700645	1/12	4.178905e-02	1.601074e-01	0	0	2.586753e+01	8.213254e+01	FN1
Reactome_2022	PECAM1 Interactions R-HSA-210990	1/12	4.178905e-02	1.601074e-01	0	0	2.586753e+01	8.213254e+01	PECAM1
Reactome_2022	Frs2-mediated Activation R-HSA-170968	1/12	4.178905e-02	1.601074e-01	0	0	2.586753e+01	8.213254e+01	MAP2K1
Reactome_2022	Keratan Sulfate Degradation R-HSA-2022857	1/12	4.178905e-02	1.601074e-01	0	0	2.586753e+01	8.213254e+01	KERA
Reactome_2022	RAC3 GTPase Cycle R-HSA-9013423	2/93	4.321101e-02	1.604337e-01	0	0	6.318841e+00	1.985165e+01	PREX1;CAV1
Reactome_2022	TFAP2 (AP-2) Family Regulates Transcription Of Growth Factors And Their Receptors R-HSA-8866910	1/13	4.519273e-02	1.604337e-01	0	0	2.371071e+01	7.342779e+01	ERBB2
Reactome_2022	Glycogen Synthesis R-HSA-3322077	1/13	4.519273e-02	1.604337e-01	0	0	2.371071e+01	7.342779e+01	PPP1R3C
Reactome_2022	Chk1/Chk2(Cds1) Mediated Inactivation Of Cyclin B:Cdk1 Complex R-HSA-75035	1/13	4.519273e-02	1.604337e-01	0	0	2.371071e+01	7.342779e+01	CHEK2
Reactome_2022	SARS-CoV-2 Targets Host Intracellular Signaling And Regulatory Pathways R-HSA-9755779	1/13	4.519273e-02	1.604337e-01	0	0	2.371071e+01	7.342779e+01	CAV1
Reactome_2022	Dissolution Of Fibrin Clot R-HSA-75205	1/13	4.519273e-02	1.604337e-01	0	0	2.371071e+01	7.342779e+01	SERPINE1
Reactome_2022	MyD88 Cascade Initiated On Plasma Membrane R-HSA-975871	2/96	4.574986e-02	1.604337e-01	0	0	6.116250e+00	1.886598e+01	MAP2K1;MAP3K1
Reactome_2022	L1CAM Interactions R-HSA-373760	2/99	4.834258e-02	1.604337e-01	0	0	5.926192e+00	1.795306e+01	MAP2K1;NCAM1
Reactome_2022	AKT Phosphorylates Targets In Cytosol R-HSA-198323	1/14	4.858449e-02	1.604337e-01	0	0	2.188571e+01	6.619227e+01	CDKN1B
Reactome_2022	TP53 Regulates Transcription Of Genes Involved In G1 Cell Cycle Arrest R-HSA-6804116	1/14	4.858449e-02	1.604337e-01	0	0	2.188571e+01	6.619227e+01	CDKN1B
Reactome_2022	Prolonged ERK Activation Events R-HSA-169893	1/14	4.858449e-02	1.604337e-01	0	0	2.188571e+01	6.619227e+01	MAP2K1
Reactome_2022	TRAF6 Mediated Induction Of NFkB And MAP Kinases Upon TLR7/8 Or 9 Activation R-HSA-975138	2/101	5.010030e-02	1.604337e-01	0	0	5.805885e+00	1.738124e+01	MAP2K1;MAP3K1
Reactome_2022	MyD88 Dependent Cascade Initiated On Endosome R-HSA-975155	2/102	5.098778e-02	1.604337e-01	0	0	5.747536e+00	1.710564e+01	MAP2K1;MAP3K1
Reactome_2022	Toll Like Receptor 7/8 (TLR7/8) Cascade R-HSA-168181	2/103	5.188094e-02	1.604337e-01	0	0	5.690343e+00	1.683661e+01	MAP2K1;MAP3K1
Reactome_2022	GRB2 Events In ERBB2 Signaling R-HSA-1963640	1/15	5.196438e-02	1.604337e-01	0	0	2.032143e+01	6.009446e+01	ERBB2
Reactome_2022	GRB2:SOS Provides Linkage To MAPK Signaling For Integrins R-HSA-354194	1/15	5.196438e-02	1.604337e-01	0	0	2.032143e+01	6.009446e+01	FN1
Reactome_2022	Glycogen Storage Diseases R-HSA-3229121	1/15	5.196438e-02	1.604337e-01	0	0	2.032143e+01	6.009446e+01	PPP1R3C
Reactome_2022	p130Cas Linkage To MAPK Signaling For Integrins R-HSA-372708	1/15	5.196438e-02	1.604337e-01	0	0	2.032143e+01	6.009446e+01	FN1
Reactome_2022	Metabolism Of Nitric Oxide: NOS3 Activation And Regulation R-HSA-202131	1/15	5.196438e-02	1.604337e-01	0	0	2.032143e+01	6.009446e+01	CAV1
Reactome_2022	Signaling By ERBB2 ECD Mutants R-HSA-9665348	1/15	5.196438e-02	1.604337e-01	0	0	2.032143e+01	6.009446e+01	ERBB2
Reactome_2022	Transport Of Inorganic Cations/Anions And Amino Acids/Oligopeptides R-HSA-425393	2/104	5.277973e-02	1.613842e-01	0	0	5.634271e+00	1.657393e+01	SLC6A19;SLC4A10
Reactome_2022	Hemostasis R-HSA-109582	5/576	5.376706e-02	1.619448e-01	0	0	2.568328e+00	7.507464e+00	ITIH4;CAV1;SERPINE1;FN1;PECAM1
Reactome_2022	PI5P, PP2A And IER3 Regulate PI3K/AKT Signaling R-HSA-6811558	2/106	5.459399e-02	1.619448e-01	0	0	5.525362e+00	1.606682e+01	ERBB3;ERBB2
Reactome_2022	Toll Like Receptor 9 (TLR9) Cascade R-HSA-168138	2/106	5.459399e-02	1.619448e-01	0	0	5.525362e+00	1.606682e+01	MAP2K1;MAP3K1
Reactome_2022	MAP3K8 (TPL2)-dependent MAPK1/3 Activation R-HSA-5684264	1/16	5.533242e-02	1.619448e-01	0	0	1.896571e+01	5.489429e+01	MAP2K1
Reactome_2022	Interleukin-4 And Interleukin-13 Signaling R-HSA-6785807	2/107	5.550937e-02	1.619448e-01	0	0	5.472464e+00	1.582201e+01	FN1;OPRM1
Reactome_2022	SLC-mediated Transmembrane Transport R-HSA-425407	3/247	5.765821e-02	1.637105e-01	0	0	3.559245e+00	1.015532e+01	SLC6A19;SLC4A10;LCN1
Reactome_2022	Aberrant Regulation Of Mitotic G1/S Transition In Cancer Due To RB1 Defects R-HSA-9659787	1/17	5.868867e-02	1.637105e-01	0	0	1.777946e+01	5.041382e+01	CDKN1B
Reactome_2022	Platelet Sensitization By LDL R-HSA-432142	1/17	5.868867e-02	1.637105e-01	0	0	1.777946e+01	5.041382e+01	PECAM1
Reactome_2022	Trafficking Of GluR2-containing AMPA Receptors R-HSA-416993	1/17	5.868867e-02	1.637105e-01	0	0	1.777946e+01	5.041382e+01	GRIA2
Reactome_2022	MET Activates PTK2 Signaling R-HSA-8874081	1/17	5.868867e-02	1.637105e-01	0	0	1.777946e+01	5.041382e+01	LAMC2
Reactome_2022	MyD88:MAL(TIRAP) Cascade Initiated On Plasma Membrane R-HSA-166058	2/112	6.016674e-02	1.663741e-01	0	0	5.222398e+00	1.467826e+01	MAP2K1;MAP3K1
Reactome_2022	Negative Regulation Of PI3K/AKT Network R-HSA-199418	2/113	6.111397e-02	1.675366e-01	0	0	5.175088e+00	1.446445e+01	ERBB3;ERBB2
Reactome_2022	Signaling By Nuclear Receptors R-HSA-9006931	3/260	6.517305e-02	1.703801e-01	0	0	3.376974e+00	9.221535e+00	CDKN1B;CAV1;CRABP1
Reactome_2022	RHO GTPases Activate CIT R-HSA-5625900	1/19	6.536593e-02	1.703801e-01	0	0	1.580238e+01	4.310501e+01	CDKN1B
Reactome_2022	Regulation Of TP53 Activity Thru Methylation R-HSA-6804760	1/19	6.536593e-02	1.703801e-01	0	0	1.580238e+01	4.310501e+01	CHEK2
Reactome_2022	SUMOylation Of Transcription Factors R-HSA-3232118	1/19	6.536593e-02	1.703801e-01	0	0	1.580238e+01	4.310501e+01	TP53BP1
Reactome_2022	Na+/Cl- Dependent Neurotransmitter Transporters R-HSA-442660	1/19	6.536593e-02	1.703801e-01	0	0	1.580238e+01	4.310501e+01	SLC6A19
Reactome_2022	Nuclear Events Stimulated By ALK Signaling In Cancer R-HSA-9725371	1/19	6.536593e-02	1.703801e-01	0	0	1.580238e+01	4.310501e+01	FN1
Reactome_2022	Glycosaminoglycan Metabolism R-HSA-1630316	2/120	6.788594e-02	1.750452e-01	0	0	4.866372e+00	1.309018e+01	KERA;CHST2
Reactome_2022	Sema4D Induced Cell Migration And Growth-Cone Collapse R-HSA-416572	1/20	6.868703e-02	1.750452e-01	0	0	1.496992e+01	4.009238e+01	ERBB2
Reactome_2022	GPCR Downstream Signaling R-HSA-388396	5/619	6.880707e-02	1.750452e-01	0	0	2.383156e+00	6.378394e+00	PYY;PREX1;BDKRB2;OPRM1;MCHR2
Reactome_2022	PIP3 Activates AKT Signaling R-HSA-1257604	3/268	7.001190e-02	1.766967e-01	0	0	3.273696e+00	8.705052e+00	CDKN1B;ERBB3;ERBB2
Reactome_2022	Cell Cycle Checkpoints R-HSA-69620	3/271	7.186764e-02	1.788663e-01	0	0	3.236556e+00	8.521623e+00	CDKN1B;CHEK2;TP53BP1
Reactome_2022	Unblocking Of NMDA Receptors, Glutamate Binding And Activation R-HSA-438066	1/21	7.199650e-02	1.788663e-01	0	0	1.422071e+01	3.741666e+01	GRIA2
Reactome_2022	RA Biosynthesis Pathway R-HSA-5365859	1/22	7.529437e-02	1.841816e-01	0	0	1.354286e+01	3.502657e+01	CRABP1
Reactome_2022	Laminin Interactions R-HSA-3000157	1/22	7.529437e-02	1.841816e-01	0	0	1.354286e+01	3.502657e+01	LAMC2
Reactome_2022	Triglyceride Catabolism R-HSA-163560	1/23	7.858068e-02	1.886235e-01	0	0	1.292662e+01	3.288054e+01	CAV1
Reactome_2022	Long-term Potentiation R-HSA-9620244	1/23	7.858068e-02	1.886235e-01	0	0	1.292662e+01	3.288054e+01	GRIA2
Reactome_2022	GPCR Ligand Binding R-HSA-500792	4/458	7.982075e-02	1.886235e-01	0	0	2.560984e+00	6.474094e+00	PYY;BDKRB2;OPRM1;MCHR2
Reactome_2022	Metabolism Of Carbohydrates R-HSA-71387	3/285	8.081731e-02	1.886235e-01	0	0	3.073686e+00	7.732054e+00	PPP1R3C;KERA;CHST2
Reactome_2022	G-protein Activation R-HSA-202040	1/24	8.185548e-02	1.886235e-01	0	0	1.236398e+01	3.094456e+01	OPRM1
Reactome_2022	Glycogen Metabolism R-HSA-8982491	1/24	8.185548e-02	1.886235e-01	0	0	1.236398e+01	3.094456e+01	PPP1R3C
Reactome_2022	Sema4D In Semaphorin Signaling R-HSA-400685	1/24	8.185548e-02	1.886235e-01	0	0	1.236398e+01	3.094456e+01	ERBB2
Reactome_2022	Estrogen-dependent Nuclear Events Downstream Of ESR-membrane Signaling R-HSA-9634638	1/24	8.185548e-02	1.886235e-01	0	0	1.236398e+01	3.094456e+01	CDKN1B
Reactome_2022	TRAF6 Mediated NF-kB Activation R-HSA-933542	1/25	8.511880e-02	1.919701e-01	0	0	1.184821e+01	2.919053e+01	MAP3K1
Reactome_2022	Basigin Interactions R-HSA-210991	1/25	8.511880e-02	1.919701e-01	0	0	1.184821e+01	2.919053e+01	CAV1
Reactome_2022	Deadenylation Of mRNA R-HSA-429947	1/25	8.511880e-02	1.919701e-01	0	0	1.184821e+01	2.919053e+01	EIF4E
Reactome_2022	Constitutive Signaling By AKT1 E17K In Cancer R-HSA-5674400	1/26	8.837069e-02	1.967670e-01	0	0	1.137371e+01	2.759508e+01	CDKN1B
Reactome_2022	Toll Like Receptor 4 (TLR4) Cascade R-HSA-166016	2/140	8.848325e-02	1.967670e-01	0	0	4.156900e+00	1.008024e+01	MAP2K1;MAP3K1
Reactome_2022	BMAL1:CLOCK,NPAS2 Activates Circadian Gene Expression R-HSA-1368108	1/27	9.161118e-02	1.995367e-01	0	0	1.093571e+01	2.613857e+01	SERPINE1
Reactome_2022	VEGFR2 Mediated Vascular Permeability R-HSA-5218920	1/27	9.161118e-02	1.995367e-01	0	0	1.093571e+01	2.613857e+01	CAV1
Reactome_2022	Integrin Signaling R-HSA-354192	1/27	9.161118e-02	1.995367e-01	0	0	1.093571e+01	2.613857e+01	FN1
Reactome_2022	MET Promotes Cell Motility R-HSA-8875878	1/28	9.484031e-02	2.003570e-01	0	0	1.053016e+01	2.480443e+01	LAMC2
Reactome_2022	Intracellular Signaling By Second Messengers R-HSA-9006925	3/306	9.509946e-02	2.003570e-01	0	0	2.857600e+00	6.723454e+00	CDKN1B;ERBB3;ERBB2
Reactome_2022	RHOA GTPase Cycle R-HSA-8980692	2/147	9.608324e-02	2.003570e-01	0	0	3.954823e+00	9.264332e+00	PREX1;CAV1
Reactome_2022	G2/M Checkpoints R-HSA-69481	2/148	9.718397e-02	2.003570e-01	0	0	3.927536e+00	9.155674e+00	CHEK2;TP53BP1
Reactome_2022	Signaling By GPCR R-HSA-372790	5/689	9.780930e-02	2.003570e-01	0	0	2.131512e+00	4.955203e+00	PYY;PREX1;BDKRB2;OPRM1;MCHR2
Reactome_2022	Uptake And Actions Of Bacterial Toxins R-HSA-5339562	1/29	9.805813e-02	2.003570e-01	0	0	1.015357e+01	2.357857e+01	MAP2K1
Reactome_2022	Disassembly Of Destruction Complex And Recruitment Of AXIN To Membrane R-HSA-4641262	1/29	9.805813e-02	2.003570e-01	0	0	1.015357e+01	2.357857e+01	CAV1
Reactome_2022	FCERI Mediated MAPK Activation R-HSA-2871796	1/29	9.805813e-02	2.003570e-01	0	0	1.015357e+01	2.357857e+01	MAP3K1
Reactome_2022	CDC42 GTPase Cycle R-HSA-9013148	2/149	9.828834e-02	2.003570e-01	0	0	3.900621e+00	9.048856e+00	PREX1;CAV1
Reactome_2022	DNA Double-Strand Break Repair R-HSA-5693532	2/149	9.828834e-02	2.003570e-01	0	0	3.900621e+00	9.048856e+00	CHEK2;TP53BP1
Reactome_2022	Transcriptional Regulation Of Pluripotent Stem Cells R-HSA-452723	1/30	1.012647e-01	2.051093e-01	0	0	9.802956e+00	2.244894e+01	HIF3A
Reactome_2022	Glutamate Binding, Activation Of AMPA Receptors And Synaptic Plasticity R-HSA-399721	1/31	1.044600e-01	2.089199e-01	0	0	9.475714e+00	2.140518e+01	GRIA2
