Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Reactome_2022	Signaling By NTRK3 (TRKC) R-HSA-9034015	5/16	2.497477e-08	1.632442e-06	0	0	8.138002e+01	1.424590e+03	NRAS;IRS1;SRC;BAX;PIK3R1
Reactome_2022	Signaling By ERBB4 R-HSA-1236394	7/57	3.825984e-08	2.292402e-06	0	0	2.547486e+01	4.350817e+02	NRAS;ERBB3;SRC;PGR;PIK3R1;ESR1;EGFR
Reactome_2022	SHC1 Events In ERBB2 Signaling R-HSA-1250196	5/21	1.136882e-07	6.287833e-06	0	0	5.593468e+01	8.943848e+02	NRAS;ERBB3;PRKCD;ERBB2;EGFR
Reactome_2022	PI5P, PP2A And IER3 Regulate PI3K/AKT Signaling R-HSA-6811558	8/106	1.885920e-07	9.685545e-06	0	0	1.495540e+01	2.315647e+02	ERBB3;IRS1;LCK;SRC;ERBB2;PIK3R1;ESR1;EGFR
Reactome_2022	Intracellular Signaling By Second Messengers R-HSA-9006925	12/306	2.208756e-07	9.905007e-06	0	0	7.688383e+00	1.178296e+02	ERBB3;IRS1;LCK;SRC;PRKCD;AKT1S1;ERBB2;TSC2;RICTOR;PIK3R1;ESR1;EGFR
Reactome_2022	Signaling By ERBB2 KD Mutants R-HSA-9664565	5/24	2.341935e-07	9.905007e-06	0	0	4.709578e+01	7.190168e+02	NRAS;ERBB3;ERBB2;PIK3R1;EGFR
Reactome_2022	mTORC1-mediated Signaling R-HSA-166208	5/24	2.341935e-07	9.905007e-06	0	0	4.709578e+01	7.190168e+02	RPS6;AKT1S1;EIF4EBP1;EIF4E;EIF4G1
Reactome_2022	Signaling By ERBB2 In Cancer R-HSA-1227990	5/25	2.913909e-07	1.163945e-05	0	0	4.473874e+01	6.732554e+02	NRAS;ERBB3;ERBB2;PIK3R1;EGFR
Reactome_2022	Negative Regulation Of PI3K/AKT Network R-HSA-199418	8/113	3.094209e-07	1.170914e-05	0	0	1.395344e+01	2.091420e+02	ERBB3;IRS1;LCK;SRC;ERBB2;PIK3R1;ESR1;EGFR
Reactome_2022	PIP3 Activates AKT Signaling R-HSA-1257604	11/268	4.624006e-07	1.662330e-05	0	0	8.000630e+00	1.167039e+02	ERBB3;IRS1;LCK;SRC;AKT1S1;ERBB2;TSC2;RICTOR;PIK3R1;ESR1;EGFR
Reactome_2022	Signaling By NTRKs R-HSA-166520	8/132	1.016349e-06	3.388732e-05	0	0	1.180406e+01	1.628877e+02	NRAS;MAP2K1;IRS1;SRC;BAX;BRAF;PIK3R1;MAPK14
Reactome_2022	Transcriptional Regulation By TP53 R-HSA-3700989	12/354	1.036886e-06	3.388732e-05	0	0	6.593117e+00	9.084847e+01	PRKAA1;STK11;CCNB1;PCNA;MSH2;CCNE1;CHEK2;TSC2;BAX;RICTOR;MAPK14;YWHAZ
Reactome_2022	VEGFA-VEGFR2 Pathway R-HSA-4420097	7/93	1.154660e-06	3.609567e-05	0	0	1.478408e+01	2.021236e+02	NRAS;SRC;CAV1;PRKCD;RICTOR;PIK3R1;MAPK14
Reactome_2022	Signaling To ERKs R-HSA-187687	5/33	1.254391e-06	3.757946e-05	0	0	3.194337e+01	4.340740e+02	NRAS;MAP2K1;SRC;BRAF;MAPK14
Reactome_2022	Signaling By ERBB2 ECD Mutants R-HSA-9665348	4/15	1.395743e-06	4.014156e-05	0	0	6.452273e+01	8.699008e+02	NRAS;ERBB2;PIK3R1;EGFR
Reactome_2022	PI3K Events In ERBB2 Signaling R-HSA-1963642	4/16	1.852671e-06	5.123349e-05	0	0	5.914286e+01	7.806196e+02	ERBB3;ERBB2;PIK3R1;EGFR
Reactome_2022	Signaling By VEGF R-HSA-194138	7/102	2.156282e-06	5.742098e-05	0	0	1.337740e+01	1.745366e+02	NRAS;SRC;CAV1;PRKCD;RICTOR;PIK3R1;MAPK14
Reactome_2022	Activated NTRK3 Signals Thru PI3K R-HSA-9603381	3/6	3.754060e-06	9.614292e-05	0	0	1.759381e+02	2.197937e+03	IRS1;SRC;PIK3R1
Reactome_2022	Signaling By KIT In Disease R-HSA-9669938	4/19	3.892913e-06	9.614292e-05	0	0	4.730714e+01	5.892745e+02	NRAS;SRC;LCK;PIK3R1
Reactome_2022	RAF/MAP Kinase Cascade R-HSA-5673001	10/271	4.083158e-06	9.614292e-05	0	0	7.092822e+00	8.801227e+01	NRAS;MAP2K1;ERBB3;IRS1;SRC;PEA15;ERBB2;BRAF;PIK3R1;EGFR
Reactome_2022	Extra-nuclear Estrogen Signaling R-HSA-9009391	6/73	4.145244e-06	9.614292e-05	0	0	1.613324e+01	1.999481e+02	NRAS;SRC;CAV1;PIK3R1;ESR1;EGFR
Reactome_2022	Signaling By NTRK1 (TRKA) R-HSA-187037	7/114	4.537530e-06	1.019526e-04	0	0	1.186993e+01	1.460373e+02	MAP2K1;NRAS;IRS1;SRC;BRAF;PIK3R1;MAPK14
Reactome_2022	MAPK1/MAPK3 Signaling R-HSA-5684996	10/277	4.955724e-06	1.079747e-04	0	0	6.931312e+00	8.466575e+01	NRAS;MAP2K1;ERBB3;IRS1;SRC;PEA15;ERBB2;BRAF;PIK3R1;EGFR
Reactome_2022	Signaling By ERBB2 TMD/JMD Mutants R-HSA-9665686	4/21	5.957518e-06	1.259840e-04	0	0	4.173739e+01	5.021366e+02	NRAS;ERBB3;ERBB2;EGFR
Reactome_2022	Axon Guidance R-HSA-422475	13/519	1.002416e-05	2.059249e-04	0	0	4.833532e+00	5.563643e+01	MAP2K1;TRPC6;SRC;RPS6;SEMA3E;PIK3R1;MAPK14;EGFR;NRAS;ERBB2;PLXNA2;MYH11;EIF4G1
Reactome_2022	Signaling By Non-Receptor Tyrosine Kinases R-HSA-9006927	5/52	1.258202e-05	2.512909e-04	0	0	1.901188e+01	2.145157e+02	NRAS;ERBB3;CCNE1;ERBB2;EGFR
Reactome_2022	ESR-mediated Signaling R-HSA-8939211	8/188	1.404024e-05	2.728361e-04	0	0	8.108642e+00	9.060258e+01	NRAS;SRC;CAV1;PGR;PIK3R1;GATA3;ESR1;EGFR
Reactome_2022	GP1b-IX-V Activation Signaling R-HSA-430116	3/9	1.556787e-05	2.945605e-04	0	0	8.795575e+01	9.736967e+02	SRC;PIK3R1;YWHAZ
Reactome_2022	MAPK Family Signaling Cascades R-HSA-5683057	10/318	1.651331e-05	2.947779e-04	0	0	5.996079e+00	6.602489e+01	NRAS;MAP2K1;ERBB3;IRS1;SRC;PEA15;ERBB2;BRAF;PIK3R1;EGFR
Reactome_2022	Disease R-HSA-1643685	25/1736	1.677368e-05	2.947779e-04	0	0	2.917932e+00	3.208471e+01	RB1;IRS1;SRC;PIK3R1;EGFR;NRAS;BCL2L11;ERBB3;ERBB2;DVL3;RICTOR;SMAD4;MAP2K1;CAV1;RPS6;TSC2;BRAF;MAPK14;EEF2;ESR1;YWHAZ;MSH2;LCK;CCNE1;AKT1S1
Reactome_2022	Nervous System Development R-HSA-9675108	13/545	1.680931e-05	2.947779e-04	0	0	4.591138e+00	5.047303e+01	MAP2K1;TRPC6;SRC;RPS6;SEMA3E;PIK3R1;MAPK14;EGFR;NRAS;ERBB2;PLXNA2;MYH11;EIF4G1
Reactome_2022	Platelet Activation, Signaling And Aggregation R-HSA-76002	9/254	1.744023e-05	2.985601e-04	0	0	6.742361e+00	7.387424e+01	TRPC6;LCK;SRC;SERPINE1;PRKCD;PIK3R1;MAPK14;DGKK;YWHAZ
Reactome_2022	Signaling By Rho GTPases, Miro GTPases And RHOBTB3 R-HSA-9716542	14/660	2.876679e-05	4.810074e-04	0	0	4.087476e+00	4.273984e+01	RBM15;SRC;CAV1;PRKCD;PIK3R1;MAPK14;YWHAZ;PREX1;OPHN1;LCK;CCNE1;DVL3;MYH11;RHOV
Reactome_2022	Signaling By BRAF And RAF1 Fusions R-HSA-6802952	5/62	2.991478e-05	4.888348e-04	0	0	1.566856e+01	1.632219e+02	MAP2K1;NRAS;BCL2L11;SRC;BRAF
Reactome_2022	RAF Activation R-HSA-5673000	4/32	3.407568e-05	5.444536e-04	0	0	2.532653e+01	2.605322e+02	NRAS;MAP2K1;SRC;BRAF
Reactome_2022	FOXO-mediated Transcription R-HSA-9614085	5/65	3.766008e-05	5.886434e-04	0	0	1.488288e+01	1.516106e+02	STK11;SMAD4;BCL2L11;CAV1;YWHAZ
Reactome_2022	Signaling By High-Kinase Activity BRAF Mutants R-HSA-6802948	4/33	3.860279e-05	5.905405e-04	0	0	2.445197e+01	2.484855e+02	NRAS;MAP2K1;SRC;BRAF
Reactome_2022	p38MAPK Events R-HSA-171007	3/12	4.025804e-05	6.030319e-04	0	0	5.862832e+01	5.933304e+02	NRAS;SRC;MAPK14
Reactome_2022	CD28 Co-Stimulation R-HSA-389356	4/34	4.355469e-05	6.390984e-04	0	0	2.363571e+01	2.373379e+02	SRC;LCK;RICTOR;PIK3R1
Reactome_2022	Chk1/Chk2(Cds1) Mediated Inactivation Of Cyclin B:Cdk1 Complex R-HSA-75035	3/13	5.211426e-05	7.205799e-04	0	0	5.276283e+01	5.203508e+02	CCNB1;CHEK2;YWHAZ
Reactome_2022	ERBB2 Activates PTK6 Signaling R-HSA-8847993	3/13	5.211426e-05	7.205799e-04	0	0	5.276283e+01	5.203508e+02	ERBB3;ERBB2;EGFR
Reactome_2022	TFAP2 (AP-2) Family Regulates Transcription Of Growth Factors And Their Receptors R-HSA-8866910	3/13	5.211426e-05	7.205799e-04	0	0	5.276283e+01	5.203508e+02	ERBB2;ESR1;EGFR
Reactome_2022	FLT3 Signaling R-HSA-9607240	4/37	6.120104e-05	8.148806e-04	0	0	2.148377e+01	2.084215e+02	NRAS;BCL2L11;LCK;PIK3R1
Reactome_2022	MAP2K And MAPK Activation R-HSA-5674135	4/37	6.120104e-05	8.148806e-04	0	0	2.148377e+01	2.084215e+02	NRAS;MAP2K1;SRC;BRAF
Reactome_2022	Constitutive Signaling By EGFRvIII R-HSA-5637810	3/14	6.604697e-05	8.589684e-04	0	0	4.796380e+01	4.616585e+02	NRAS;PIK3R1;EGFR
Reactome_2022	Transcriptional Regulation By RUNX2 R-HSA-8878166	6/119	6.806833e-05	8.589684e-04	0	0	9.543524e+00	9.157010e+01	RB1;SMAD4;CCNB1;SRC;BAX;ESR1
Reactome_2022	Signaling By RAF1 Mutants R-HSA-9656223	4/38	6.809624e-05	8.589684e-04	0	0	2.085084e+01	2.000552e+02	NRAS;MAP2K1;SRC;BRAF
Reactome_2022	Signaling By FGFR3 R-HSA-5654741	4/39	7.554047e-05	9.364413e-04	0	0	2.025408e+01	1.922283e+02	NRAS;SRC;BRAF;PIK3R1
Reactome_2022	Apoptosis R-HSA-109581	7/178	8.107950e-05	9.689990e-04	0	0	7.403348e+00	6.974013e+01	BCL2L11;PRKCD;BAX;DSG3;BAK1;YWHAZ;BIRC2
Reactome_2022	ERBB2 Regulates Cell Motility R-HSA-6785631	3/15	8.220993e-05	9.689990e-04	0	0	4.396460e+01	4.135414e+02	ERBB3;ERBB2;EGFR
Reactome_2022	GRB2 Events In ERBB2 Signaling R-HSA-1963640	3/15	8.220993e-05	9.689990e-04	0	0	4.396460e+01	4.135414e+02	NRAS;ERBB2;EGFR
Reactome_2022	Signaling By FGFR4 R-HSA-5654743	4/40	8.355980e-05	9.690241e-04	0	0	1.969048e+01	1.848925e+02	NRAS;SRC;BRAF;PIK3R1
Reactome_2022	Oncogenic MAPK Signaling R-HSA-6802957	5/78	9.065809e-05	1.030942e-03	0	0	1.222448e+01	1.137906e+02	MAP2K1;NRAS;BCL2L11;SRC;BRAF
Reactome_2022	Paradoxical Activation Of RAF Signaling By Kinase Inactive BRAF R-HSA-6802955	4/41	9.218070e-05	1.030942e-03	0	0	1.915734e+01	1.780054e+02	NRAS;MAP2K1;SRC;BRAF
Reactome_2022	Signaling By Rho GTPases R-HSA-194315	13/644	9.320064e-05	1.030942e-03	0	0	3.851015e+00	3.574033e+01	RBM15;SRC;CAV1;PRKCD;PIK3R1;MAPK14;YWHAZ;PREX1;OPHN1;LCK;DVL3;MYH11;RHOV
Reactome_2022	Signaling By SCF-KIT R-HSA-1433557	4/42	1.014300e-04	1.104972e-03	0	0	1.865226e+01	1.715288e+02	NRAS;SRC;LCK;PIK3R1
Reactome_2022	GAB1 Signalosome R-HSA-180292	3/17	1.218276e-04	1.307373e-03	0	0	3.768015e+01	3.396076e+02	SRC;PIK3R1;EGFR
Reactome_2022	Hemostasis R-HSA-109582	12/576	1.311614e-04	1.386839e-03	0	0	3.952537e+00	3.533205e+01	NRAS;TRPC6;LCK;SRC;CAV1;SERPINE1;PRKCD;PIK3R1;GATA3;MAPK14;DGKK;YWHAZ
Reactome_2022	Signaling By Nuclear Receptors R-HSA-9006931	8/260	1.388173e-04	1.446516e-03	0	0	5.770723e+00	5.125759e+01	NRAS;SRC;CAV1;PGR;PIK3R1;GATA3;ESR1;EGFR
Reactome_2022	Constitutive Signaling By Ligand-Responsive EGFR Cancer Variants R-HSA-1236382	3/18	1.455758e-04	1.453737e-03	0	0	3.516637e+01	3.106883e+02	NRAS;PIK3R1;EGFR
Reactome_2022	TP53 Regulates Transcription Of Genes Involved In G2 Cell Cycle Arrest R-HSA-6804114	3/18	1.455758e-04	1.453737e-03	0	0	3.516637e+01	3.106883e+02	CCNB1;PCNA;BAX
Reactome_2022	VEGFR2 Mediated Cell Proliferation R-HSA-5218921	3/18	1.455758e-04	1.453737e-03	0	0	3.516637e+01	3.106883e+02	NRAS;SRC;PRKCD
Reactome_2022	Developmental Biology R-HSA-1266738	17/1073	1.495925e-04	1.473384e-03	0	0	3.061639e+00	2.696568e+01	SMAD4;MAP2K1;TRPC6;SRC;RPS6;SEMA3E;PIK3R1;MAPK14;EGFR;RCAN1;NRAS;CDH2;ERBB2;PLXNA2;MYH11;DSG3;EIF4G1
Reactome_2022	Signaling To RAS R-HSA-167044	3/19	1.721416e-04	1.672565e-03	0	0	3.296681e+01	2.857297e+02	NRAS;SRC;MAPK14
Reactome_2022	Signaling By EGFR R-HSA-177929	4/49	1.860953e-04	1.737695e-03	0	0	1.574524e+01	1.352398e+02	NRAS;SRC;PIK3R1;EGFR
Reactome_2022	Signaling By FGFR1 R-HSA-5654736	4/49	1.860953e-04	1.737695e-03	0	0	1.574524e+01	1.352398e+02	NRAS;SRC;BRAF;PIK3R1
Reactome_2022	TP53 Regulates Transcription Of Cell Cycle Genes R-HSA-6791312	4/49	1.860953e-04	1.737695e-03	0	0	1.574524e+01	1.352398e+02	CCNB1;PCNA;CCNE1;BAX
Reactome_2022	Programmed Cell Death R-HSA-5357801	7/208	2.128787e-04	1.962305e-03	0	0	6.288785e+00	5.317035e+01	BCL2L11;PRKCD;BAX;DSG3;BAK1;YWHAZ;BIRC2
Reactome_2022	Cytokine Signaling In Immune System R-HSA-1280215	13/702	2.180923e-04	1.984916e-03	0	0	3.516212e+00	2.964375e+01	MAP2K1;IRS1;PRKCD;PIK3R1;GATA3;MAPK14;YWHAZ;NRAS;BCL2L11;LCK;EIF4E;BIRC2;EIF4G1
Reactome_2022	RHOJ GTPase Cycle R-HSA-9013409	4/54	2.716466e-04	2.441424e-03	0	0	1.416714e+01	1.163265e+02	PREX1;OPHN1;CAV1;PIK3R1
Reactome_2022	Intrinsic Pathway For Apoptosis R-HSA-109606	4/55	2.916496e-04	2.588840e-03	0	0	1.388866e+01	1.130531e+02	BCL2L11;BAX;BAK1;YWHAZ
Reactome_2022	CD28 Dependent PI3K/Akt Signaling R-HSA-389357	3/23	3.093403e-04	2.679707e-03	0	0	2.636814e+01	2.130828e+02	LCK;RICTOR;PIK3R1
Reactome_2022	Signaling By NTRK2 (TRKB) R-HSA-9006115	3/23	3.093403e-04	2.679707e-03	0	0	2.636814e+01	2.130828e+02	NRAS;SRC;PIK3R1
Reactome_2022	RUNX3 Regulates BCL2L11 (BIM) Transcription R-HSA-8952158	2/5	3.297201e-04	2.789044e-03	0	0	1.162632e+02	9.321127e+02	SMAD4;BCL2L11
Reactome_2022	GRB7 Events In ERBB2 Signaling R-HSA-1306955	2/5	3.297201e-04	2.789044e-03	0	0	1.162632e+02	9.321127e+02	ERBB3;ERBB2
Reactome_2022	Signaling By EGFR In Cancer R-HSA-1643713	3/24	3.520411e-04	2.943228e-03	0	0	2.511125e+01	1.996787e+02	NRAS;PIK3R1;EGFR
Reactome_2022	mRNA Activation Upon Binding Of Cap-Binding Complex And eIFs, Subsequent Binding To 43S R-HSA-72662	4/58	3.579933e-04	2.958589e-03	0	0	1.311508e+01	1.040681e+02	RPS6;EIF4EBP1;EIF4E;EIF4G1
Reactome_2022	Constitutive Signaling By AKT1 E17K In Cancer R-HSA-5674400	3/26	4.484228e-04	3.622651e-03	0	0	2.292536e+01	1.767493e+02	AKT1S1;TSC2;RICTOR
Reactome_2022	Signaling By ALK R-HSA-201556	3/26	4.484228e-04	3.622651e-03	0	0	2.292536e+01	1.767493e+02	IRS1;SRC;PIK3R1
Reactome_2022	Signaling By MET R-HSA-6806834	4/63	4.915491e-04	3.850592e-03	0	0	1.200061e+01	9.142000e+01	NRAS;SPINT1;SRC;PIK3R1
Reactome_2022	SOS-mediated Signaling R-HSA-112412	2/6	4.927044e-04	3.850592e-03	0	0	8.719298e+01	6.640270e+02	NRAS;IRS1
Reactome_2022	Negative Feedback Regulation Of MAPK Pathway R-HSA-5674499	2/6	4.927044e-04	3.850592e-03	0	0	8.719298e+01	6.640270e+02	MAP2K1;BRAF
Reactome_2022	Effects Of PIP2 Hydrolysis R-HSA-114508	3/27	5.023501e-04	3.883761e-03	0	0	2.196903e+01	1.668814e+02	TRPC6;PRKCD;DGKK
Reactome_2022	Semaphorin Interactions R-HSA-373755	4/64	5.219909e-04	3.992675e-03	0	0	1.180000e+01	8.918275e+01	ERBB2;PLXNA2;SEMA3E;MYH11
Reactome_2022	DAP12 Signaling R-HSA-2424491	3/28	5.602622e-04	4.196131e-03	0	0	2.108920e+01	1.578971e+02	NRAS;LCK;PIK3R1
Reactome_2022	Downstream Signal Transduction R-HSA-186763	3/28	5.602622e-04	4.196131e-03	0	0	2.108920e+01	1.578971e+02	NRAS;SRC;PIK3R1
Reactome_2022	Adherens Junctions Interactions R-HSA-418990	3/29	6.222763e-04	4.519360e-03	0	0	2.027706e+01	1.496878e+02	CDH2;CADM2;CDH18
Reactome_2022	Downregulation Of ERBB2 Signaling R-HSA-8863795	3/29	6.222763e-04	4.519360e-03	0	0	2.027706e+01	1.496878e+02	ERBB3;ERBB2;EGFR
Reactome_2022	Energy Dependent Regulation Of mTOR By LKB1-AMPK R-HSA-380972	3/29	6.222763e-04	4.519360e-03	0	0	2.027706e+01	1.496878e+02	PRKAA1;STK11;TSC2
Reactome_2022	Costimulation By CD28 Family R-HSA-388841	4/68	6.572557e-04	4.725669e-03	0	0	1.106027e+01	8.104342e+01	LCK;SRC;RICTOR;PIK3R1
Reactome_2022	Cell-Cell Communication R-HSA-1500931	5/120	6.747882e-04	4.803690e-03	0	0	7.743439e+00	5.653571e+01	CDH2;CADM2;SRC;PIK3R1;CDH18
Reactome_2022	Release Of Apoptotic Factors From Mitochondria R-HSA-111457	2/7	6.871710e-04	4.843882e-03	0	0	6.975088e+01	5.079906e+02	BAX;BAK1
Reactome_2022	RHOB GTPase Cycle R-HSA-9013026	4/69	6.946067e-04	4.848760e-03	0	0	1.088956e+01	7.919068e+01	PREX1;OPHN1;CAV1;PIK3R1
Reactome_2022	RUNX2 Regulates Bone Development R-HSA-8941326	3/31	7.590672e-04	5.247782e-03	0	0	1.882680e+01	1.352408e+02	RB1;SMAD4;SRC
Reactome_2022	Signaling By FGFR2 R-HSA-5654738	4/72	8.156592e-04	5.585323e-03	0	0	1.040756e+01	7.401353e+01	NRAS;SRC;BRAF;PIK3R1
Reactome_2022	Nuclear Signaling By ERBB4 R-HSA-1251985	3/32	8.340668e-04	5.657491e-03	0	0	1.817669e+01	1.288581e+02	SRC;PGR;ESR1
Reactome_2022	RHOC GTPase Cycle R-HSA-9013106	4/73	8.591176e-04	5.772949e-03	0	0	1.025621e+01	7.240480e+01	PREX1;OPHN1;CAV1;PIK3R1
Reactome_2022	RHOG GTPase Cycle R-HSA-9013408	4/74	9.041839e-04	6.019520e-03	0	0	1.010918e+01	7.084999e+01	PREX1;OPHN1;CAV1;PIK3R1
Reactome_2022	EGFR Transactivation By Gastrin R-HSA-2179392	2/8	9.127553e-04	6.020836e-03	0	0	5.812281e+01	4.068040e+02	NRAS;EGFR
Reactome_2022	Cell Surface Interactions At Vascular Wall R-HSA-202733	5/134	1.108685e-03	7.246766e-03	0	0	6.898177e+00	4.693921e+01	NRAS;LCK;SRC;CAV1;PIK3R1
Reactome_2022	PI3K/AKT Activation R-HSA-198203	2/9	1.169096e-03	7.511848e-03	0	0	4.981704e+01	3.363410e+02	IRS1;PIK3R1
Reactome_2022	SMAD2/SMAD3:SMAD4 Heterotrimer Regulates Transcription R-HSA-2173796	3/36	1.180582e-03	7.511848e-03	0	0	1.597023e+01	1.076673e+02	SMAD4;SERPINE1;YBX1
Reactome_2022	Transcriptional Regulation By AP-2 (TFAP2) Family Of Transcription Factors R-HSA-8864260	3/36	1.180582e-03	7.511848e-03	0	0	1.597023e+01	1.076673e+02	ERBB2;ESR1;EGFR
Reactome_2022	Apoptotic Cleavage Of Cellular Proteins R-HSA-111465	3/38	1.383174e-03	8.723705e-03	0	0	1.505613e+01	9.912015e+01	PRKCD;DSG3;BIRC2
Reactome_2022	Constitutive Signaling By Overexpressed ERBB2 R-HSA-9634285	2/10	1.455836e-03	9.023671e-03	0	0	4.358772e+01	2.847226e+02	NRAS;ERBB2
Reactome_2022	Signaling By FGFR4 In Disease R-HSA-5655291	2/10	1.455836e-03	9.023671e-03	0	0	4.358772e+01	2.847226e+02	NRAS;PIK3R1
Reactome_2022	G Alpha (Q) Signaling Events R-HSA-416476	6/212	1.490503e-03	9.159588e-03	0	0	5.210415e+00	3.391272e+01	NRAS;TRPC6;PRKCD;PIK3R1;DGKK;EGFR
Reactome_2022	Signaling By FGFR R-HSA-190236	4/86	1.582180e-03	9.640570e-03	0	0	8.624564e+00	5.561940e+01	NRAS;SRC;BRAF;PIK3R1
Reactome_2022	RAC2 GTPase Cycle R-HSA-9013404	4/87	1.651093e-03	9.975932e-03	0	0	8.520224e+00	5.458326e+01	PREX1;OPHN1;CAV1;PIK3R1
Reactome_2022	Mitotic G1 Phase And G1/S Transition R-HSA-453279	5/147	1.671004e-03	1.001210e-02	0	0	6.262530e+00	4.004469e+01	RB1;CCNB1;PCNA;CCNE1;SRC
Reactome_2022	Regulation Of mRNA Stability By Proteins That Bind AU-rich Elements R-HSA-450531	4/88	1.722066e-03	1.017146e-02	0	0	8.418367e+00	5.357643e+01	PRKCD;MAPK14;YWHAZ;EIF4G1
Reactome_2022	Negative Regulation Of MAPK Pathway R-HSA-5675221	3/41	1.725895e-03	1.017146e-02	0	0	1.386539e+01	8.821176e+01	NRAS;MAP2K1;BRAF
Reactome_2022	Signaling By PDGFRA Extracellular Domain Mutants R-HSA-9673770	2/11	1.772618e-03	1.036189e-02	0	0	3.874269e+01	2.454465e+02	NRAS;PIK3R1
Reactome_2022	Regulation Of TP53 Activity Thru Phosphorylation R-HSA-6804756	4/90	1.870319e-03	1.084483e-02	0	0	8.221761e+00	5.164619e+01	STK11;PRKAA1;CHEK2;MAPK14
Reactome_2022	DAP12 Interactions R-HSA-2172127	3/43	1.981319e-03	1.139655e-02	0	0	1.317080e+01	8.197494e+01	NRAS;LCK;PIK3R1
Reactome_2022	RAC3 GTPase Cycle R-HSA-9013423	4/93	2.108940e-03	1.181107e-02	0	0	7.943419e+00	4.894393e+01	PREX1;OPHN1;CAV1;PIK3R1
Reactome_2022	PECAM1 Interactions R-HSA-210990	2/12	2.119092e-03	1.181107e-02	0	0	3.486667e+01	2.146660e+02	LCK;SRC
